Email,UPN,External User ID,CV Partner User ID,Date,Percent Available,Source
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-03,52,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-04,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-05,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-06,77,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-07,56,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-08,77,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-09,45,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-10,60,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-11,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-12,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-13,62,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-14,48,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-15,69,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-16,72,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-17,53,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-18,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-19,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-20,0,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-21,65,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-22,0,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-23,70,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-24,43,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-25,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-26,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-27,76,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-28,51,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-29,79,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-04-30,67,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-01,70,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-02,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-03,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-04,55,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-05,66,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-06,79,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-07,0,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-08,56,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-09,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-10,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-11,79,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-12,74,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-13,57,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-14,55,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-15,0,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-16,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-17,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-18,53,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-19,0,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-20,56,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-21,48,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-22,67,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-23,100,Fake generator
danielle.johnson@mail.test,daniellejohnson,ext_768792e0,768792e0,2026-05-24,100,Fake generator
